wordform,sum_freq,norm_freq,log_freq,sqrt_freq,Moby_pron,Rep_P,Rep_O
traps,2947,6.548888889,0.184933899,54.28627819,tr/&/ps,_/t/r/@/p/s/_/,_/t/r/a/p/s/_/_/
trash,7962,17.69333333,0.267892169,89.23003978,tr/&/S/,_/t/r/@/S/_/_/,_/t/r/a/s/h/_/_/
trawl,652,1.448888889,0.08193981,25.53429067,tr/O/l,_/t/r/a/l/_/_/,_/t/r/a/w/l/_/_/
tray,5269,11.70888889,0.232590121,72.58787778,tr/eI/,_/t/r/e/_/_/_/,_/t/r/a/y/_/_/_/
tread,1417,3.148888889,0.130172852,37.64306045,tr/E/d,_/t/r/E/d/_/_/,_/t/r/e/a/d/_/_/
treat,18597,41.32666667,0.342660777,100,tr/i/t,_/t/r/i/t/_/_/,_/t/r/e/a/t/_/_/
treble,339,0.753333333,0.051372232,18.41195264,tr/E/b?l,_/t/r/E/b/l/_/,_/t/r/e/b/l/e/_/
tree,35850,79.66666667,0.401662139,100,tr/i/,_/t/r/i/_/_/_/,_/t/r/e/e/_/_/_/
trek,2259,5.02,0.164228962,47.52893855,tr/E/k,_/t/r/E/k/_/_/,_/t/r/e/k/_/_/_/
trench,2336,5.191111111,0.166793125,48.33218389,tr/E/n/tS/,_/t/r/E/n/C/_/,_/t/r/e/n/c/h/_/
trend,15251,33.89111111,0.324986647,100,tr/E/nd,_/t/r/E/n/d/_/,_/t/r/e/n/d/_/_/
tress,59,0.131111111,0.05,7.681145748,tr/E/s,_/t/r/E/s/_/_/,_/t/r/e/s/s/_/_/
tribe,6630,14.73333333,0.252120976,81.42481194,tr/aI/b,_/t/r/Y/b/_/_/,_/t/r/i/b/e/_/_/
trick,8679,19.28666667,0.275375604,93.1611507,tr/I/k,_/t/r/I/k/_/_/,_/t/r/i/c/k/_/_/
tried,78646,174.7688889,0.472917079,100,tr/aI/d,_/t/r/Y/d/_/_/,_/t/r/i/e/d/_/_/
trig,67,0.148888889,0.05,8.185352772,tr/I/g,_/t/r/I/g/_/_/,_/t/r/i/g/_/_/_/
trike,45,0.1,0.05,6.708203932,tr/aI/k,_/t/r/Y/k/_/_/,_/t/r/i/k/e/_/_/
trim,5866,13.03555556,0.24167416,76.58981656,tr/I/m,_/t/r/I/m/_/_/,_/t/r/i/m/_/_/_/
trip,38056,84.56888889,0.407059596,100,tr/I/p,_/t/r/I/p/_/_/,_/t/r/i/p/_/_/_/
tripe,145,0.322222222,0.05,12.04159458,tr/aI/p,_/t/r/Y/p/_/_/,_/t/r/i/p/e/_/_/
trite,335,0.744444444,0.050907235,18.30300522,tr/aI/t,_/t/r/Y/t/_/_/,_/t/r/i/t/e/_/_/
trod,332,0.737777778,0.050556929,18.22086716,tr/A/d,_/t/r/a/d/_/_/,_/t/r/o/d/_/_/_/
troll,1017,2.26,0.10811387,31.89043744,tr/oU/l,_/t/r/o/l/_/_/,_/t/r/o/l/l/_/_/
tromp,85,0.188888889,0.05,9.219544457,tr/O/mp,_/t/r/a/m/p/_/,_/t/r/o/m/p/_/_/
troop,4030,8.955555556,0.210251409,63.48228099,tr/u/p,_/t/r/u/p/_/_/,_/t/r/o/o/p/_/_/
trope,519,1.153333333,0.070172862,22.7815715,tr/oU/p,_/t/r/o/p/_/_/,_/t/r/o/p/e/_/_/
trot,999,2.22,0.106984374,31.60696126,tr/A/t,_/t/r/a/t/_/_/,_/t/r/o/t/_/_/_/
troth,81,0.18,0.05,9,tr/O/T/,_/t/r/a/T/_/_/,_/t/r/o/t/h/_/_/
trough,1056,2.346666667,0.110514298,32.49615362,tr/A/f,_/t/r/a/f/_/_/,_/t/r/o/u/g/h/_/
trounce,54,0.12,0.05,7.348469228,tr/AU/ns,_/t/r/A/n/s/_/,_/t/r/o/u/n/c/e/
troupe,1113,2.473333333,0.113913071,33.36165464,tr/u/p,_/t/r/u/p/_/_/,_/t/r/o/u/p/e/_/
trout,5751,12.78,0.23999302,75.83534796,tr/AU/t,_/t/r/A/t/_/_/,_/t/r/o/u/t/_/_/
trove,655,1.455555556,0.082188531,25.59296778,tr/oU/v,_/t/r/o/v/_/_/,_/t/r/o/v/e/_/_/
truce,1311,2.913333333,0.124825283,36.20773398,tr/u/s,_/t/r/u/s/_/_/,_/t/r/u/c/e/_/_/
truck,25675,57.05555556,0.371569442,100,tr/@/k,_/t/r/^/k/_/_/,_/t/r/u/c/k/_/_/
trudge,325,0.722222222,0.05,18.02775638,tr/@/dZ/,_/t/r/^/J/_/_/,_/t/r/u/d/g/e/_/
trump,4011,8.913333333,0.209862577,63.33245613,tr/@/mp,_/t/r/^/m/p/_/,_/t/r/u/m/p/_/_/
trunk,7325,16.27777778,0.260687872,85.58621384,tr/@/N/k,_/t/r/^/G/k/_/,_/t/r/u/n/k/_/_/
truss,263,0.584444444,0.05,16.21727474,tr/@/s,_/t/r/^/s/_/_/,_/t/r/u/s/s/_/_/
trussed,135,0.3,0.05,11.61895004,tr/@/st,_/t/r/^/s/t/_/,_/t/r/u/s/s/e/d/
trust,33350,74.11111111,0.395133835,100,tr/@/st,_/t/r/^/s/t/_/,_/t/r/u/s/t/_/_/
truth,48723,108.2733333,0.429431216,100,tr/u/T/,_/t/r/u/T/_/_/,_/t/r/u/t/h/_/_/
truths,2669,5.931111111,0.17712263,51.66236541,tr/u/D/z,_/t/r/u/D/z/_/,_/t/r/u/t/h/s/_/
try,114445,254.3222222,0.507074709,100,tr/aI/,_/t/r/Y/_/_/_/,_/t/r/y/_/_/_/_/
tryst,205,0.455555556,0.05,14.31782106,tr/I/st,_/t/r/I/s/t/_/,_/t/r/y/s/t/_/_/
tsar,259,0.575555556,0.05,16.09347694,z/A/r,_/_/z/a/r/_/_/,_/t/s/a/r/_/_/_/
tub,4290,9.533333333,0.215412622,65.49809158,t/@/b,_/_/t/^/b/_/_/,_/_/t/u/b/_/_/_/
tube,10134,22.52,0.288905516,100,t/u/b,_/_/t/u/b/_/_/,_/_/t/u/b/e/_/_/
tuck,2016,4.48,0.155630721,44.89988864,t/@/k,_/_/t/^/k/_/_/,_/_/t/u/c/k/_/_/
tuff,65,0.144444444,0.05,8.062257748,t/@/f,_/_/t/^/f/_/_/,_/_/t/u/f/f/_/_/
tuft,257,0.571111111,0.05,16.03121954,t/@/ft,_/_/t/^/f/t/_/,_/_/t/u/f/t/_/_/
tug,2320,5.155555556,0.166266195,48.16637832,t/@/g,_/_/t/^/g/_/_/,_/_/t/u/g/_/_/_/
tulle,264,0.586666667,0.05,16.24807681,t/u/l,_/_/t/u/l/_/_/,_/_/t/u/l/l/e/_/
tun,42,0.093333333,0.05,6.480740698,t/@/n,_/_/t/^/n/_/_/,_/_/t/u/n/_/_/_/
tune,7829,17.39777778,0.266434118,88.48163651,t/u/n,_/_/t/u/n/_/_/,_/_/t/u/n/e/_/_/
turd,179,0.397777778,0.05,13.37908816,t/@/rd,_/_/t/^/r/d/_/,_/_/t/u/r/d/_/_/
turf,3369,7.486666667,0.195646772,58.04308744,t/@/rf,_/_/t/^/r/f/_/,_/_/t/u/r/f/_/_/
turn,103075,229.0555556,0.497541152,100,t/@/rn,_/_/t/^/r/n/_/,_/_/t/u/r/n/_/_/
tusk,190,0.422222222,0.05,13.78404875,t/@/sk,_/_/t/^/s/k/_/,_/_/t/u/s/k/_/_/
twain,1553,3.451111111,0.136605666,39.40812099,tw/eI/n,_/t/w/e/n/_/_/,_/t/w/a/i/n/_/_/
twang,402,0.893333333,0.05840036,20.04993766,tw/&/N/,_/t/w/@/G/_/_/,_/t/w/a/n/g/_/_/
tweak,741,1.646666667,0.089045371,27.22131518,tw/i/k,_/t/w/i/k/_/_/,_/t/w/e/a/k/_/_/
twee,92,0.204444444,0.05,9.591663047,tw/i/,_/t/w/i/_/_/_/,_/t/w/e/e/_/_/_/
tweed,903,2.006666667,0.100712934,30.0499584,tw/i/d,_/t/w/i/d/_/_/,_/t/w/e/e/d/_/_/
tweet,529,1.175555556,0.071112172,23,tw/i/t,_/t/w/i/t/_/_/,_/t/w/e/e/t/_/_/
tweeze,25,0.055555556,0.05,5,tw/i/z,_/t/w/i/z/_/_/,_/t/w/e/e/z/e/_/
twelfth,1125,2.5,0.114612791,33.54101966,tw/E/lf/T/,_/t/w/E/l/f/T/,_/t/w/e/l/f/t/h/
twelve,11080,24.62222222,0.296737705,100,tw/E/lv,_/t/w/E/l/v/_/,_/t/w/e/l/v/e/_/
twerp,65,0.144444444,0.05,8.062257748,tw/@/rp,_/t/w/^/r/p/_/,_/t/w/e/r/p/_/_/
twice,30196,67.10222222,0.386171792,100,tw/aI/s,_/t/w/Y/s/_/_/,_/t/w/i/c/e/_/_/
twig,796,1.768888889,0.093175609,28.21347196,tw/I/g,_/t/w/I/g/_/_/,_/t/w/i/g/_/_/_/
twill,172,0.382222222,0.05,13.11487705,tw/I/l,_/t/w/I/l/_/_/,_/t/w/i/l/l/_/_/
twin,9003,20.00666667,0.278566339,94.88413988,tw/I/n,_/t/w/I/n/_/_/,_/t/w/i/n/_/_/_/
twine,810,1.8,0.094197832,28.46049894,tw/aI/n,_/t/w/Y/n/_/_/,_/t/w/i/n/e/_/_/
twinge,660,1.466666667,0.082601571,25.69046516,tw/I/n/dZ/,_/t/w/I/n/J/_/,_/t/w/i/n/g/e/_/
twinned,71,0.157777778,0.05,8.426149773,tw/I/nd,_/t/w/I/n/d/_/,_/t/w/i/n/n/e/d/
twirl,387,0.86,0.056775308,19.67231557,tw/@/rl,_/t/w/^/r/l/_/,_/t/w/i/r/l/_/_/
twist,6429,14.28666667,0.249486065,80.18104514,tw/I/st,_/t/w/I/s/t/_/,_/t/w/i/s/t/_/_/
twit,110,0.244444444,0.05,10.48808848,tw/I/t,_/t/w/I/t/_/_/,_/t/w/i/t/_/_/_/
twitch,966,2.146666667,0.104876704,31.08054054,tw/I/tS/,_/t/w/I/C/_/_/,_/t/w/i/t/c/h/_/
two,584444,1298.764444,0.655963392,100,t/u/,_/_/t/u/_/_/_/,_/t/w/o/_/_/_/_/
tyke,102,0.226666667,0.05,10.09950494,t/aI/k,_/_/t/Y/k/_/_/,_/_/t/y/k/e/_/_/
type,50272,111.7155556,0.432268721,100,t/aI/p,_/_/t/Y/p/_/_/,_/_/t/y/p/e/_/_/
ump,106,0.235555556,0.05,10.29563014,/@/mp,_/_/_/^/m/p/_/,_/_/_/u/m/p/_/_/
up,1022209,2271.575556,0.707080556,100,/@/p,_/_/_/^/p/_/_/,_/_/_/u/p/_/_/_/
urge,6988,15.52888889,0.256633904,83.59425818,/@/r/dZ/,_/_/_/^/r/J/_/,_/_/_/u/r/g/e/_/
urn,943,2.095555556,0.103378468,30.70830507,/@/rn,_/_/_/^/r/n/_/,_/_/_/u/r/n/_/_/
us,417833,928.5177778,0.625289988,100,/@/s,_/_/_/^/s/_/_/,_/_/_/u/s/_/_/_/
use,254427,565.3933333,0.579968917,100,/j/u/z,_/_/_/W/z/_/_/,_/_/_/u/s/e/_/_/
vague,5386,11.96888889,0.234442905,73.38937253,v/eI/g,_/_/v/e/g/_/_/,_/_/v/a/g/u/e/_/
vain,2697,5.993333333,0.177940275,51.93264869,v/eI/n,_/_/v/e/n/_/_/,_/_/v/a/i/n/_/_/
vale,448,0.995555556,0.063211124,21.16601049,v/eI/l,_/_/v/e/l/_/_/,_/_/v/a/l/e/_/_/
valve,2662,5.915555556,0.176917072,51.59457336,v/&/lv,_/_/v/@/l/v/_/,_/_/v/a/l/v/e/_/
vamp,257,0.571111111,0.05,16.03121954,v/&/mp,_/_/v/@/m/p/_/,_/_/v/a/m/p/_/_/
van,8163,18.14,0.270052514,90.34932208,v/&/n,_/_/v/@/n/_/_/,_/_/v/a/n/_/_/_/
vane,267,0.593333333,0.05,16.34013464,v/eI/n,_/_/v/e/n/_/_/,_/_/v/a/n/e/_/_/
vase,2156,4.791111111,0.160682604,46.43274706,v/eI/s,_/_/v/e/s/_/_/,_/_/v/a/s/e/_/_/
vast,20263,45.02888889,0.350332222,100,v/&/st,_/_/v/@/s/t/_/,_/_/v/a/s/t/_/_/
vat,564,1.253333333,0.07432583,23.74868417,v/&/t,_/_/v/@/t/_/_/,_/_/v/a/t/_/_/_/
vault,2140,4.755555556,0.160119166,46.26013402,v/O/lt,_/_/v/a/l/t/_/,_/_/v/a/u/l/t/_/
veal,1113,2.473333333,0.113913071,33.36165464,v/i/l,_/_/v/i/l/_/_/,_/_/v/e/a/l/_/_/
vee,152,0.337777778,0.05,12.32882801,v/i/,_/_/v/i/_/_/_/,_/_/v/e/e/_/_/_/
veep,118,0.262222222,0.05,10.86278049,v/i/p,_/_/v/i/p/_/_/,_/_/v/e/e/p/_/_/
veer,661,1.468888889,0.082683955,25.70992026,v/i/r,_/_/v/i/r/_/_/,_/_/v/e/e/r/_/_/
veg,121,0.268888889,0.05,11,v/E/dZ/,_/_/v/E/J/_/_/,_/_/v/e/g/_/_/_/
veil,2688,5.973333333,0.177678257,51.84592559,v/eI/l,_/_/v/e/l/_/_/,_/_/v/e/i/l/_/_/
veiled,1191,2.646666667,0.118368424,34.51086785,v/eI/ld,_/_/v/e/l/d/_/,_/_/v/e/i/l/e/d/
vein,2669,5.931111111,0.17712263,51.66236541,v/eI/n,_/_/v/e/n/_/_/,_/_/v/e/i/n/_/_/
veld,43,0.095555556,0.05,6.557438524,v/E/d,_/_/v/E/l/d/_/,_/_/v/e/l/d/_/_/
veldt,65,0.144444444,0.05,8.062257748,v/E/lt,_/_/v/E/l/t/_/,_/_/v/e/l/d/t/_/
vent,2237,4.971111111,0.163482947,47.29693436,v/E/nt,_/_/v/E/n/t/_/,_/_/v/e/n/t/_/_/
verb,1540,3.422222222,0.136009949,39.24283374,v/@/rb,_/_/v/^/r/b/_/,_/_/v/e/r/b/_/_/
verge,3403,7.562222222,0.196457672,58.33523806,v/@/r/dZ/,_/_/v/^/r/J/_/,_/_/v/e/r/g/e/_/
verse,3313,7.362222222,0.194295302,57.55866572,v/@/rs,_/_/v/^/r/s/_/,_/_/v/e/r/s/e/_/
versed,459,1.02,0.064324992,21.42428529,v/@/rst,_/_/v/^/r/s/t/,_/_/v/e/r/s/e/d/
vert,95,0.211111111,0.05,9.746794345,v/@/rt,_/_/v/^/r/t/_/,_/_/v/e/r/t/_/_/
verve,394,0.875555556,0.057537259,19.84943324,v/@/rv,_/_/v/^/r/v/_/,_/_/v/e/r/v/e/_/
vest,2682,5.96,0.17750316,51.7880295,v/E/st,_/_/v/E/s/t/_/,_/_/v/e/s/t/_/_/
vet,2272,5.048888889,0.164666946,47.66550115,v/E/t,_/_/v/E/t/_/_/,_/_/v/e/t/_/_/_/
vetch,84,0.186666667,0.05,9.16515139,v/E/tS/,_/_/v/E/C/_/_/,_/_/v/e/t/c/h/_/
vex,77,0.171111111,0.05,8.774964387,v/E/ks,_/_/v/E/k/s/_/,_/_/v/e/x/_/_/_/
vexed,364,0.808888889,0.054226113,19.07878403,v/E/kst,_/_/v/E/k/s/t/,_/_/v/e/x/e/d/_/
vibes,444,0.986666667,0.062802694,21.07130751,v/aI/bz,_/_/v/Y/b/z/_/,_/_/v/i/b/e/s/_/
vie,1017,2.26,0.10811387,31.89043744,v/aI/,_/_/v/Y/_/_/_/,_/_/v/i/e/_/_/_/
view,82207,182.6822222,0.476945955,100,v/j/u/,_/_/v/W/_/_/_/,_/_/v/i/e/w/_/_/
vile,913,2.028888889,0.101386633,30.21588986,v/aI/l,_/_/v/Y/l/_/_/,_/_/v/i/l/e/_/_/
vim,62,0.137777778,0.05,7.874007874,v/I/m,_/_/v/I/m/_/_/,_/_/v/i/m/_/_/_/
vine,2107,4.682222222,0.158945999,45.90206967,v/aI/n,_/_/v/Y/n/_/_/,_/_/v/i/n/e/_/_/
vogue,1561,3.468888889,0.136970342,39.50949253,v/oU/g,_/_/v/o/g/_/_/,_/_/v/o/g/u/e/_/
voice,90932,202.0711111,0.486126686,100,v/Oi/s,_/_/v/O/s/_/_/,_/_/v/o/i/c/e/_/
voiced,2222,4.937777778,0.162970791,47.138095,v/Oi/st,_/_/v/O/s/t/_/,_/_/v/o/i/c/e/d/
void,3421,7.602222222,0.19688408,58.48931526,v/Oi/d,_/_/v/O/d/_/_/,_/_/v/o/i/d/_/_/
vole,225,0.5,0.05,15,v/oU/l,_/_/v/o/l/_/_/,_/_/v/o/l/e/_/_/
vote,47982,106.6266667,0.428042067,100,v/oU/t,_/_/v/o/t/_/_/,_/_/v/o/t/e/_/_/
vouch,360,0.8,0.053775432,18.97366596,v/AU/tS/,_/_/v/A/C/_/_/,_/_/v/o/u/c/h/_/
vow,1575,3.5,0.137605048,39.68626967,v/AU/,_/_/v/A/_/_/_/,_/_/v/o/w/_/_/_/
wack,32,0.071111111,0.05,5.656854249,w/&/k,_/_/w/@/k/_/_/,_/_/w/a/c/k/_/_/
wad,1096,2.435555556,0.112912549,33.10589071,w/A/d,_/_/w/a/d/_/_/,_/_/w/a/d/_/_/_/
wade,1340,2.977777778,0.126319629,36.60601044,w/eI/d,_/_/w/e/d/_/_/,_/_/w/a/d/e/_/_/
waft,222,0.493333333,0.05,14.89966443,w/&/ft,_/_/w/a/f/t/_/,_/_/w/a/f/t/_/_/
wag,359,0.797777778,0.053662415,18.94729532,w/&/g,_/_/w/@/g/_/_/,_/_/w/a/g/_/_/_/
wage,7993,17.76222222,0.268228702,89.40357935,w/eI/dZ/,_/_/w/e/J/_/_/,_/_/w/a/g/e/_/_/
waif,182,0.404444444,0.05,13.49073756,w/eI/f,_/_/w/e/f/_/_/,_/_/w/a/i/f/_/_/
wail,1117,2.482222222,0.114146906,33.42154993,w/eI/l,_/_/w/e/l/_/_/,_/_/w/a/i/l/_/_/
waist,7034,15.63111111,0.257197966,83.86894539,w/eI/st,_/_/w/e/s/t/_/,_/_/w/a/i/s/t/_/
wait,54712,121.5822222,0.439945898,100,w/eI/t,_/_/w/e/t/_/_/,_/_/w/a/i/t/_/_/
waive,607,1.348888889,0.078125491,24.63736999,w/eI/v,_/_/w/e/v/_/_/,_/_/w/a/i/v/e/_/
wake,18511,41.13555556,0.34224676,100,w/eI/k,_/_/w/e/k/_/_/,_/_/w/a/k/e/_/_/
walk,54604,121.3422222,0.439766601,100,w/O/k,_/_/w/a/k/_/_/,_/_/w/a/l/k/_/_/
wall,52502,116.6711111,0.436205093,100,w/O/l,_/_/w/a/l/_/_/,_/_/w/a/l/l/_/_/
waltz,1034,2.297777778,0.109167962,32.15587038,w/O/lts,_/_/w/a/l/t/s/,_/_/w/a/l/t/z/_/
wan,5966,13.25777778,0.243111325,77.23988607,w/A/n,_/_/w/a/n/_/_/,_/_/w/a/n/_/_/_/
wand,1008,2.24,0.107550865,31.74901573,w/A/nd,_/_/w/a/n/d/_/,_/_/w/a/n/d/_/_/
wane,529,1.175555556,0.071112172,23,w/eI/n,_/_/w/e/n/_/_/,_/_/w/a/n/e/_/_/
want,376106,835.7911111,0.615675379,100,w/A/nt,_/_/w/a/n/t/_/,_/_/w/a/n/t/_/_/
war,178200,396,0.547458424,100,w/A/r,_/_/w/o/r/_/_/,_/_/w/a/r/_/_/_/
ward,4440,9.866666667,0.218262946,66.633325,w/O/rd,_/_/w/o/r/d/_/,_/_/w/a/r/d/_/_/
warm,33660,74.8,0.395969101,100,w/O/rm,_/_/w/o/r/m/_/,_/_/w/a/r/m/_/_/
warmth,6255,13.9,0.247142163,79.08855796,w/O/rm/T/,_/_/w/o/r/m/T/,_/_/w/a/r/m/t/h/
warn,5114,11.36444444,0.230076333,71.51223672,w/O/rn,_/_/w/o/r/n/_/,_/_/w/a/r/n/_/_/
warp,1102,2.448888889,0.113266925,33.19638535,w/oU/rp,_/_/w/o/r/p/_/,_/_/w/a/r/p/_/_/
wart,204,0.453333333,0.05,14.28285686,w/O/rt,_/_/w/o/r/t/_/,_/_/w/a/r/t/_/_/
was,3384649,7521.442222,0.816589605,100,w/@/z,_/_/w/^/z/_/_/,_/_/w/a/s/_/_/_/
wash,11644,25.87555556,0.301106909,100,w/A/S/,_/_/w/a/S/_/_/,_/_/w/a/s/h/_/_/
wasp,948,2.106666667,0.103706265,30.78960864,w/A/sp,_/_/w/a/s/p/_/,_/_/w/a/s/p/_/_/
waste,24638,54.75111111,0.367863897,100,w/eI/st,_/_/w/e/s/t/_/,_/_/w/a/s/t/e/_/
watch,65306,145.1244444,0.456018202,100,w/A/tS/,_/_/w/a/C/_/_/,_/_/w/a/t/c/h/_/
watt,272,0.604444444,0.05,16.4924225,w/A/t,_/_/w/a/t/_/_/,_/_/w/a/t/t/_/_/
watts,709,1.575555556,0.086553628,26.62705391,w/A/ts,_/_/w/a/t/s/_/,_/_/w/a/t/t/s/_/
wave,19301,42.89111111,0.34598129,100,w/eI/v,_/_/w/e/v/_/_/,_/_/w/a/v/e/_/_/
waved,7341,16.31333333,0.26087595,85.67963585,w/eI/vd,_/_/w/e/v/d/_/,_/_/w/a/v/e/d/_/
waves,15553,34.56222222,0.326729658,100,w/eI/vz,_/_/w/e/v/z/_/,_/_/w/a/v/e/s/_/
wax,3884,8.631111111,0.207220215,62.3217458,w/&/ks,_/_/w/@/k/s/_/,_/_/w/a/x/_/_/_/
way,475550,1056.777778,0.637115693,100,w/eI/,_/_/w/e/_/_/_/,_/_/w/a/y/_/_/_/
ways,77186,171.5244444,0.471212559,100,w/eI/z,_/_/w/e/z/_/_/,_/_/w/a/y/s/_/_/
we,2092768,4650.595556,0.772613097,100,w/i/,_/_/w/i/_/_/_/,_/_/w/e/_/_/_/_/
weak,16145,35.87777778,0.330052982,100,w/i/k,_/_/w/i/k/_/_/,_/_/w/e/a/k/_/_/
weal,69,0.153333333,0.05,8.306623863,w/i/l,_/_/w/i/l/_/_/,_/_/w/e/a/l/_/_/
wealth,14720,32.71111111,0.321839038,100,w/E/l/T/,_/_/w/E/l/T/_/,_/_/w/e/a/l/t/h/
wean,366,0.813333333,0.054450624,19.13112647,w/i/n,_/_/w/i/n/_/_/,_/_/w/e/a/n/_/_/
wear,27136,60.30222222,0.376547825,100,w/@/r,_/_/w/E/r/_/_/,_/_/w/e/a/r/_/_/
weave,1995,4.433333333,0.15484829,44.66542287,w/i/v,_/_/w/i/v/_/_/,_/_/w/e/a/v/e/_/
web,38521,85.60222222,0.408157791,100,w/E/b,_/_/w/E/b/_/_/,_/_/w/e/b/_/_/_/
webbed,307,0.682222222,0.05,17.52141547,w/E/bd,_/_/w/E/b/d/_/,_/_/w/e/b/b/e/d/
wed,639,1.42,0.080854134,25.27844932,w/E/d,_/_/w/E/d/_/_/,_/_/w/e/d/_/_/_/
wedge,2936,6.524444444,0.184637167,54.18486874,w/E/dZ/,_/_/w/E/J/_/_/,_/_/w/e/d/g/e/_/
wedged,1190,2.644444444,0.118312655,34.49637662,w/E/dZ/d,_/_/w/E/J/d/_/,_/_/w/e/d/g/e/d/
wee,1694,3.764444444,0.142829338,41.15823125,w/i/,_/_/w/i/_/_/_/,_/_/w/e/e/_/_/_/
weed,3325,7.388888889,0.194586588,57.66281297,w/i/d,_/_/w/i/d/_/_/,_/_/w/e/e/d/_/_/
weeds,4136,9.191111111,0.212390869,64.31174076,w/i/dz,_/_/w/i/d/z/_/,_/_/w/e/e/d/s/_/
week,154103,342.4511111,0.534202589,100,w/i/k,_/_/w/i/k/_/_/,_/_/w/e/e/k/_/_/
weep,1489,3.308888889,0.133634714,38.58756276,w/i/p,_/_/w/i/p/_/_/,_/_/w/e/e/p/_/_/
weft,167,0.371111111,0.05,12.92284798,w/E/ft,_/_/w/E/f/t/_/,_/_/w/e/f/t/_/_/
weigh,5239,11.64222222,0.232108941,72.38093672,w/eI/,_/_/w/e/_/_/_/,_/_/w/e/i/g/h/_/
weight,44755,99.45555556,0.42173369,100,w/eI/t,_/_/w/e/t/_/_/,_/_/w/e/i/g/h/t/
weird,9233,20.51777778,0.280765676,96.08850087,w/i/rd,_/_/w/i/r/d/_/,_/_/w/e/i/r/d/_/
weld,1191,2.646666667,0.118368424,34.51086785,w/E/ld,_/_/w/E/l/d/_/,_/_/w/e/l/d/_/_/
well,571454,1269.897778,0.653908618,100,w/E/l,_/_/w/E/l/_/_/,_/_/w/e/l/l/_/_/
wells,3813,8.473333333,0.205709038,61.74949393,w/E/lz,_/_/w/E/l/z/_/,_/_/w/e/l/l/s/_/
welsh,1514,3.364444444,0.134806751,38.91015292,w/E/l/S/,_/_/w/E/l/S/_/,_/_/w/e/l/s/h/_/
welt,209,0.464444444,0.05,14.45683229,w/E/lt,_/_/w/E/l/t/_/,_/_/w/e/l/t/_/_/
wench,167,0.371111111,0.05,12.92284798,w/E/n/tS/,_/_/w/E/n/C/_/,_/_/w/e/n/c/h/_/
wend,116,0.257777778,0.05,10.77032961,w/E/nd,_/_/w/E/n/d/_/,_/_/w/e/n/d/_/_/
went,185814,412.92,0.551276808,100,w/E/nt,_/_/w/E/n/t/_/,_/_/w/e/n/t/_/_/
wept,1857,4.126666667,0.149533098,43.09292285,w/E/pt,_/_/w/E/p/t/_/,_/_/w/e/p/t/_/_/
were,1239291,2753.98,0.724691668,100,w/@/r,_/_/w/^/r/_/_/,_/_/w/e/r/e/_/_/
west,67220,149.3777778,0.458643178,100,w/E/st,_/_/w/E/s/t/_/,_/_/w/e/s/t/_/_/
wet,17945,39.87777778,0.339474184,100,w/E/t,_/_/w/E/t/_/_/,_/_/w/e/t/_/_/_/
whack,1161,2.58,0.116680405,34.07345007,w/&/k,_/_/w/@/k/_/_/,_/w/h/a/c/k/_/_/
whale,5100,11.33333333,0.229845843,71.41428429,w/eI/l,_/_/w/e/l/_/_/,_/w/h/a/l/e/_/_/
whales,3465,7.7,0.197918119,58.86425061,w/eI/lz,_/_/w/e/l/z/_/,_/w/h/a/l/e/s/_/
wham,469,1.042222222,0.065325965,21.65640783,w/&/m,_/_/w/@/m/_/_/,_/w/h/a/m/_/_/_/
whap,97,0.215555556,0.05,9.848857802,w/A/p,_/_/w/a/p/_/_/,_/w/h/a/p/_/_/_/
wharf,918,2.04,0.101721632,30.29851482,w/O/rf,_/_/w/o/r/f/_/,_/w/h/a/r/f/_/_/
wharves,106,0.235555556,0.05,10.29563014,w/O/rvz,_/_/w/o/r/v/z/,_/w/h/a/r/v/e/s/
what,1361267,3025.037778,0.733277261,100,w/@/t,_/_/w/^/t/_/_/,_/w/h/a/t/_/_/_/
wheat,6622,14.71555556,0.252017541,81.37567204,w/i/t,_/_/w/i/t/_/_/,_/w/h/e/a/t/_/_/
whee,39,0.086666667,0.05,6.244997998,w/i/,_/_/w/i/_/_/_/,_/w/h/e/e/_/_/_/
wheel,13337,29.63777778,0.313093363,100,w/i/l,_/_/w/i/l/_/_/,_/w/h/e/e/l/_/_/
wheeled,1868,4.151111111,0.149968285,43.22036557,w/i/ld,_/_/w/i/l/d/_/,_/w/h/e/e/l/e/d/
wheeze,359,0.797777778,0.053662415,18.94729532,w/i/z,_/_/w/i/z/_/_/,_/w/h/e/e/z/e/_/
whelk,34,0.075555556,0.05,5.830951895,w/E/lk,_/_/w/E/l/k/_/,_/w/h/e/l/k/_/_/
whelp,24,0.053333333,0.05,4.898979486,w/E/lp,_/_/w/E/l/p/_/,_/w/h/e/l/p/_/_/
when,1090845,2424.1,0.713023523,100,w/E/n,_/_/w/E/n/_/_/,_/w/h/e/n/_/_/_/
whence,515,1.144444444,0.069794421,22.69361144,w/E/ns,_/_/w/E/n/s/_/,_/w/h/e/n/c/e/_/
where,470996,1046.657778,0.636236192,100,w/@/r,_/_/w/E/r/_/_/,_/w/h/e/r/e/_/_/
whet,186,0.413333333,0.05,13.6381817,w/E/t,_/_/w/E/t/_/_/,_/w/h/e/t/_/_/_/
whew,515,1.144444444,0.069794421,22.69361144,sn/A/rf,_/_/w/W/_/_/_/,_/w/h/e/w/_/_/_/
