t/AU/n,['town']
h/&/nz,['hans']
d/E/,"['teh', 'de', 'des']"
k/I/f,['kif']
k/I/d,"['kid', 'kidd', 'kyd']"
h/&/nd,['hand']
w/I/T/,['withe']
k/I/n,['kin']
k/I/m,['kim']
k/I/ln,"['kill', 'kiln']"
/S/r/aI/n,['shrine']
v/A/rv,['varve']
w/@/rld,"['world', 'whorled']"
Af/i/S/,"['affiches', 'affiche']"
drAm/@/k,['drammock']
k/A/n,"['kahn', 'khan', 'caen', 'conn', 'con']"
k/A/m,['calm']
k/A/l,['col']
k/A/k,['cock']
k/A/g,['cog']
k/A/f,"['caph', 'qaf', 'kaph', 'coff']"
k/A/d,['cod']
k/A/b,"['kob', 'cobb', 'cob']"
par/@/tsbil,"[""parrot's-bill""]"
/T/aI/,['thigh']
k/A/t,"['qat', 'cotte', 'cot', 'khat', 'kat']"
dr/eI/,['dray']
k/A/r,"['car', 'kerr']"
k/A/p,"['cop', 'kop']"
p/eI/n,['pane']
n/@/dZ/,['nudge']
/A/d,"['od', 'odd']"
tw/&/N/,['twang']
/A/b,['ob']
/A/n,"['on', 'anne', 'an']"
p/i/N/,['ping']
kl/I/p,['clip']
/A/k,['akh']
/A/p,['op']
/A/s,['os']
/A/r,"['r', 'are', 'aar']"
/oU/tlwAr,['haute-loire']
r/aI/D/,['writhe']
v/@/rst,"['werste', 'verst', 'versed']"
sp/aI/,['spy']
h/A/dZ/,['hodge']
f/O/r,['for']
f/O/t,['fought']
m/u/min,"[""mu'min""]"
m/@/N/k,"['monck', 'monk']"
gw/A/S/,['gouache']
f/O/l,['fall']
f/O/n,"['fawn', 'faun']"
d/i/rztu/N/,"[""deer's-tongue""]"
b/E/nt,['bent']
dr/O/s,['dross']
dr/O/r,['drawer']
k/A/S/k/j/S/,['cascais']
b/E/nd,['bend']
dr/O/n,['drawn']
dr/O/l,['drawl']
kl/I/f,['cliff']
/S/Ard/&/N,['chardin']
k/A/rts,['cartes']
f/O/ks,['fawkes']
/tS/Oi/,['choy']
p/@/n,['pun']
l/i/f,"['leaf', 'leif', 'lief']"
p/@/k,['puck']
p/@/g,['pug']
p/@/f,['puff']
sk/I/nt,['skint']
p/@/b,['pub']
n/E/st,['nest']
p/@/t,['putt']
sk/I/nd,['skinned']
p/@/p,['pup']
p/@/s,['pus']
p/@/r,"['purr', 'pare', 'pear', 'per']"
/I/l,['ill']
/I/n,"['inn', 'in']"
/I/k,['ich']
/I/d,['id']
/I/f,"['iff', 'if']"
/I/z,['is']
/I/t,['it']
r/eI/zd,['raised']
/T/r/O/N/,['throng']
w/O/lts,['waltz']
kr/AU/t,['kraut']
kr/AU/s,"['crouse', 'kraus', 'krauss']"
/j/&/f,['yaff']
kr/AU/d,['crowd']
kr/AU/n,['crown']
pr/i/st,['priest']
/dZ/O/r/dZ/,['george']
sw/I/N/k,['swink']
/dZ/O/nt,['jaunt']
gr/@/dZ/,['grudge']
kl/O/N/,['klong']
dw/E/l,['dwell']
sk/O/f,['scoff']
/eI/lz,['ailes']
nesp/A/,"[""n'est-ce_pas""]"
m/u/,"['moues', 'moo', 'moue']"
l/U/r,['lure']
s/@/N/,['sung']
l/U/k,['look']
/A/mz,['alms']
dr/A/p,['drop']
z/E/st,['zest']
d/I/tS/,['ditch']
/S/A/NtA/Z/,['chantage']
m/@/l/tS/,['mulch']
b/I/nt,['bint']
/u/z,['ooze']
v/&/s,['vas']
v/&/t,['vat']
/S/O/m,['shawm']
/S/O/l,['shawl']
p/U/t,['put']
s/&/l,['sal']
sl/I/k,['slick']
sl/I/m,['slim']
s/&/d,['sad']
s/&/g,['sag']
sl/I/d,['slid']
l/i/p,['leap']
s/&/t,['sat']
sl/I/p,['slip']
s/&/p,['sap']
sl/I/t,['slit']
s/&/s,['sass']
h/oU/l,"['hole', 'whole']"
h/oU/m,"['home', 'holm', 'heaume', 'hom']"
h/oU/n,['hone']
h/oU/k,"['hoc', 'hoch']"
h/oU/d,['hoad']
h/oU/z,['hose']
sn/eI/k,['snake']
h/oU/v,['hove']
h/oU/p,['hope']
br/eI/,"['braies', 'bray', 'brae']"
mAs/eI/nA,['massena']
h/@/d,['hud']
h/@/g,['hug']
h/@/f,"['hough', 'huff']"
/j/i/st,['yeast']
h/@/b,['hub']
h/@/m,['hum']
h/@/l,['hull']
h/@/n,"['hon', 'hun']"
f/aI/nd,['find']
h/@/t,['hut']
h/@/s,['huss']
h/@/r,"['hair', 'hare', 'her']"
z/i/l,['zeal']
z/i/k,['zeke']
n/aI/n/T/,['ninth']
sw/eI/d,['suede']
fr/E/n/tS/,['french']
w/eI/,"['hue', 'wei', 'way', 'weigh', 'wey', 'whey']"
skw/E/l/tS/,['squelch']
r/i/D/,['wreathe']
st/oU/ks,['stokes']
b/u/S/,['bouche']
skr/oU/l,['scroll']
/dZ/@/st,['just']
b/i/kt,['beaked']
v/E/n/dZ/,['venge']
f/I/N/k,['fink']
r/A/t,"['rotte', 'rot', 'rath']"
stagzh/O/rn,"[""stag's-horn""]"
z/oU/ld,['szold']
/eI/tS/,"['h', 'aitch']"
r/A/d,['rod']
r/A/b,['rob']
h/&/sp,['hasp']
b/eI/lz,['beals']
r/A/n,['ran']
r/A/m,['rhomb']
m/aI/nd,['mind']
r/A/k,"['roc', 'rok', 'rock']"
s/A/ks,['sox']
sp/@/n/dZ/,['sponge']
/j/@/k,['yuk']
/S/A/p,"['shop', 'gschopf']"
/S/A/s,['chasse']
/S/A/t,['shot']
sk/O/r/tS/,['scorch']
/S/A/v,['schav']
gr/@/mp,['grump']
/S/A/k,['shock']
/S/A/l,['chasles']
/j/@/p,['yup']
/j/@/r,"['yare', 'yar']"
/S/A/d,['shod']
/S/A/g,['shog']
AZh/@/nWA,['agenois']
d/oU/md,['domed']
pl/eI/,['play']
br/&/s,['brass']
br/&/t,['brat']
st/O/rk,['stork']
spr/O/l,['sprawl']
/T/&/k,['thwack']
st/O/rm,['storm']
st/&/kt,['stacked']
br/&/d,['brad']
setAd/i/r,"[""c'est-a-dire""]"
br/&/g,"['bragg', 'brag']"
st/O/rz,['storrs']
br/&/k,['brack']
br/&/m,['bram']
f/@/N/kt,['funked']
l/AU/t,['lout']
l/AU/r,['lour']
l/AU/s,['louse']
l/AU/d,['loud']
sw/U/S/,['swoosh']
l/i/T/,['leith']
sn/&/p,['snap']
p/eI/,"['pay', 'peh']"
sn/&/g,['snag']
sn/&/k,['snack']
/j/&/S/t,['yasht']
lAmArt/i/n,['lamartine']
h/@/n/tS/,['hunch']
kr/&/S/,['crash']
spr/u/s,['spruce']
f/Oi/,['foy']
spr/u/t,['spruit']
spr/u/k,['spruik']
Ad/O/lf,['adolphe']
/S/AU/t,['shout']
s/i/i/r,"['sea-ear', 'sea_ear']"
/tS/O/k,['chalk']
s/i/i/l,['sea_eel']
s/eI/m,"['sejm', 'same']"
n/O/r/T/,['north']
s/eI/k,['sake']
kAfAr,['cafard']
f/I/rn,['firn']
v/@/lnd,['vulned']
nAd/Z/A,['nadja']
g/y/ts,"['goetz', 'gotz']"
ot/@/nt,"[""oughtn't""]"
b/i/vz,['beeves']
n/ju/n/@/s,['newness']
/S/n/U/k,"['shnook', 'schnook']"
/Z/@/n,['jen']
f/A/ndz,['fonds']
l/O/N/,['long']
h/E/kt,['hecht']
h/E/ks,['hex']
dr/aI/aI/d,['dry-eyed']
sm/E/lt,['smelt']
f/j/oU/rd,"['fiord', 'fjord']"
dr/aI/aI/s,['dry_ice']
/oU/st,"['hoste', 'oast', 'oost']"
sk/oU/ld,['scold']
m/aI/s,['mice']
m/aI/r,['mire']
m/aI/m,['mime']
m/aI/l,['mile']
m/aI/n,['mine']
m/aI/k,['mike']
kr/&/kt,['cracked']
fr/&/N/ks,['francs']
k/aI/nd,['kind']
bl/oU/k,['bloke']
bl/oU/n,['blown']
bl/oU/t,['bloat']
l/oU/D/,['loathe']
bl/eI/,['blae']
g/&/S/,['gash']
sk/i/,"['skee', 'ski']"
br/O/dz,['broads']
b/E/ld,['beld']
kw/oU/T/,['quoth']
/j/i/ld,['yield']
sk/I/ld,['skilled']
st/&/ns,['stance']
sm/I/tS/,['smitch']
fl/aI/,['fly']
sf/i/r,['sphere']
v/E/tS/,['vetch']
sf/i/n,['sphene']
skr/&/g,['scrag']
b/u/N/,['boong']
skr/&/m,['scram']
skr/&/n,['scran']
skr/&/p,['scrap']
sm/aI/t,['smite']
d/O/r,"['dor', 'dorr']"
w/aI/t,"['wite', 'wight', 'white', 'wyte']"
d/O/t,"['dawt', 'daut']"
d/O/z,['dawes']
b/@/r/dZ/,['berge']
d/O/b,['daub']
l/eI/T/,['laith']
d/O/g,['dog']
d/O/d,['daud']
spl/A/tS/,['splotch']
kl/E/pt,['clept']
d/O/n,['dawn']
d/O/l,['dail']
d/eI/mAr/S/,['demarche']
pr/E/p,['prep']
pr/E/s,"['press', 'pres']"
spl/oU/r,['splore']
hl/j/O/d,['hliod']
/eI/ns,['anes']
/eI/nt,"[""ain't""]"
p/A/r/tS/,['parch']
/eI/n/dZ/,['ainge']
pArAV/A/NS,['par_avance']
g/eI/nz,['gaines']
kr/aI/,['cry']
sk/&/lp,['scalp']
hwuts/ut,"[""what's_what""]"
w/I/lts,['wilts']
h/&/T/,['hath']
/T/&/k,"['thak', 'thack']"
b/I/lt,['built']
b/I/ld,['build']
b/I/lk,['bilk']
g/u/rd,"['gourdes', 'gourde']"
kl/I/st,['khlyst']
w/A/st,['wast']
b/oU/,"['beau', 'bo']"
fl/u/t,['flute']
kAl/E/S/,['caleche']
fl/u/z,['flews']
f/E/rmA,['fermat']
fl/u/m,['flume']
l/I/vd,['lived']
fl/u/k,['fluke']
sl/&/N/k,['slank']
p/&/N/,['pang']
m/E/j/Ak,['meilhac']
t/i/,"['tee', 'tea', 't', 'ti']"
sm/&/S/t,['smashed']
gl/oU/,['glow']
m/AU/nt,['mount']
m/AU/nd,['mound']
v/&/st,['vast']
m/O/Ns,['mons']
h/oU/,"['hoe', 'ho']"
n/U/k,['nook']
n/E/lt,['knelt']
k/I/st,['kist']
bAr/E/s,['barres']
t/S/I/d,['chid']
d/U/r,"['dour', 'dure']"
st/A/pt,['stopt']
gr/oU/oU/ld,['grow_old']
/j/U/rz,['yours']
gl/I/mps,['glimpse']
d/U/k,['doek']
g/O/nAV,['gonave']
w/E/lk,['whelk']
st/E/p,"['step', 'steppe']"
/S/pr/eI/,['spree']
lA,['la']
v/i/tS/,['veitch']
t/E/mp,['temp']
b/oU/rn,"['bourne', 'bourn', 'borne']"
t/E/mz,['thames']
b/oU/rd,['board']
t/@/ft,['tuft']
h/A/lz,['hols']
gr/i/vz,['greaves']
t/u/mz,['toombs']
t/&/N/k,['tank']
h/A/ls,['hals']
w/i/rd,['weird']
sn/I/tS/,['snitch']
h/@/lk,['hulk']
h/@/ls,['hulce']
pr/I/nz,['prinz']
pr/I/ns,['prince']
pr/I/nt,['print']
Ap/j/A,['appia']
/S/w/A/,"['shwa', 'schwa']"
g/aI/,['guy']
/aI/st,['iced']
/D/i/,['thee']
g/oU/,"['go', 'gogh']"
/S/oU/rn,['shorn']
pr/i/n,['preen']
n/&/ns,['nance']
fr/AU/st,['frowst']
t/O/rs,['torse']
t/O/rt,['tort']
t/O/rk,['torque']
tr/@/dZ/,['trudge']
t/O/rn,['thorn']
/D/@/s,['thus']
/D/@/r,"['thir', 'there', 'their']"
/D/@/rz,['theirs']
k/@/l/tS/,"['cultch', 'culch']"
m/aI/ld,['mild']
m/aI/lz,['miles']
/T/O/,['thaw']
/T/r/O/,['thraw']
w/A/nt,['want']
l/&/S/t,['lashed']
haruz,"[""harrah's""]"
k/I/lt,['kilt']
t/aI/ld,['tiled']
/&/dz,"['adz', 'adze']"
l/@/rnd,['learned']
f/@/dZ/,['fudge']
l/@/rnt,['learnt']
pl/&/nt,['plant']
r/oU/dz,['rhodes']
k/i/S/,['quiche']
z/&/k,"['zack', 'zach']"
z/&/p,['zap']
/E/b,"['ebb', 'eb']"
/E/d,['ed']
/E/g,['egg']
/E/f,['f']
/E/k,"['egk', 'eck']"
/E/m,"['em', 'm']"
/E/l,"['el', 'l', 'ell']"
/E/n,"['en', 'n']"
/E/s,"['s', 'ess']"
/E/t,['et']
loidzlist,"[""lloyd's_list""]"
n/A/ts,['notts']
w/E/dZ/,['wedge']
sm/I/t,['smit']
d/I/bz,['dibs']
sm/&/t/S/,['smatch']
r/&/ft,['raft']
m/A/r/T/,['marth']
/@/j/lts,['eilts']
st/oU/,"['stow', 'stowe']"
/S/@/S/,['shush']
/j/i/,"['yi', 'ye']"
kr/eI/ps,['crepes']
kr/&/mp,['cramp']
sw/I/T/,['swith']
prinsizp/aI/n,"[""prince's-pine""]"
k/&/nst,['canst']
/tS/i/sd,['cheesed']
/T/r/E/d,['thread']
/T/r/E/t,['threat']
kr/&/b,"['crabb', 'crab', 'crabbe']"
h/oU/r,"['hoar', 'hoare', 'whore']"
/S/,['shh']
kl/&/N/k,['clank']
l/oU/bd,['lobed']
tr/oU/v,['trove']
tr/oU/s,['tros']
l/A/rz,['lars']
tr/oU/n,['trone']
tr/oU/l,['troll']
tr/oU/k,['troke']
kr/eI/nzbil,"[""crane's-bill""]"
pr/aI/m,['prime']
pr/aI/d,['pride']
pr/aI/z,"['prise', 'prize']"
pr/aI/s,['price']
s/&/NgAl,['st_gall']
d/O/gztu/N/,"[""dog's-tongue""]"
st/A/mp,['stomp']
tw/I/N/,['thwing']
f/oU/,"['foe', 'fo']"
l/A/rk,['lark']
l/@/g,['lug']
l/@/f,['luff']
l/@/k,['luck']
l/@/l,['lull']
l/@/r,['lair']
/S/U/,['cheux']
f/Oi/st,['foist']
l/@/v,['love']
sm/u/tS/,['smooch']
/T/i/vz,['thieves']
s/A/rd,['sard']
r/u/S/,['ruche']
pl/aI/t,['plight']
/y/r,['eure']
n/i/,['knee']
dr/oU/l,['droll']
str/E/s,['stress']
str/E/p,['strep']
sk/&/nt,['scant']
m/i/,"['me', 'mi']"
w/aI/rd,['wired']
l/A/Nd,['landes']
k/ju/p/@/d,['cupid']
/T/O/rt,['thwart']
/tS/AU/s,"['chouse', 'chiaus']"
bl/i/k,['bleak']
bl/i/tS/,['bleach']
m/&/T/s,['maths']
b/A/r/dZ/,['barge']
d/A/lf,['dolph']
/T/@/g,['thug']
p/@/rk,['perk']
p/@/rl,"['pearl', 'pairle', 'purl']"
p/@/rm,['perm']
p/@/rn,"['pirn', 'pern']"
l/I/pt,['lipped']
v/&/mp,['vamp']
/AU/tS/,['ouch']
p/eI/st,"['paste', 'paced']"
fr/oU/r,['frore']
sp/u/m,['spoom']
p/@/rs,"['perse', 'purse']"
p/@/rt,['pert']
p/@/rv,['perv']
fr/oU/z,"['froese', 'froze']"
sp/@/r,"['spare', 'spur']"
r/&/tS/,['ratch']
sp/@/d,['spud']
sp/@/n,['spun']
m/I/ld,['milled']
pl/&/N/k,['plank']
gr/i/,['gree']
kr/eI/v,['crave']
kr/eI/t,['crate']
kr/eI/p,"['crape', 'crepe']"
w/eI/vd,['waved']
kr/eI/z,['craze']
kr/eI/g,['craig']
w/eI/vz,['waves']
f/i/st,['feast']
kr/eI/n,['crane']
b/O/ld,['bald']
m/eI/,"['mai', 'may', 'mae', 'mee']"
/T/i/f,['thief']
st/A/rt,['start']
/T/i/m,['theme']
/T/i/v,['thieve']
st/A/rk,['stark']
m/I/lt,['milt']
/tS/E/z,['czyz']
/j/E/lp,['yelp']
/tS/E/s,['chess']
n/A/rld,['gnarled']
/tS/E/t,['chet']
/tS/E/k,"['czech', 'check', 'cheque']"
gr/&/sp,['grasp']
mA/S/oU/,['machaut']
b/@/st,['bust']
b/oU/lt,"['boult', 'bolt']"
l/eI/st,['laced']
b/oU/lz,['bowles']
b/oU/ld,['bold']
l/E/st,['lest']
r/u/vz,['rooves']
w/I/mp,['wimp']
vwAlAt/u/,['voila_tout']
l/O/rd,['lord']
h/@/nt,['hunt']
k/A/rS,['carse']
/T/r/I/ft,['thrift']
l/O/rn,['lorn']
/T/O/t,['thought']
k/A/rl,"['karl', 'carl']"
k/A/rk,['cark']
/T/O/r,['thor']
/tS/O/,['chaw']
k/A/rd,['card']
k/A/rb,['carb']
p/I/n/tS/,['pinch']
k/A/rv,['carve']
k/A/rt,"['cart', 'carte']"
/oU/tzAlp,['hautes-alpes']
k/A/rs,['kars']
k/A/rp,['carp']
/T/O/k,['thokk']
p/aI/n,['pine']
p/aI/l,['pile']
p/aI/k,['pike']
p/aI/d,['pied']
/D/aI/n,['thine']
p/aI/s,['pice']
p/aI/p,['pipe']
t/E/mpt,['tempt']
bl/eI/m,['blame']
/Z/y/npArk,['jeune_parque']
bl/eI/n,"['blaine', 'blain']"
dr/O/O/f,['draw_off']
bl/eI/k,['blake']
bl/eI/d,['blade']
/T/r/eI/l,['thrale']
/T/r/eI/v,['thrave']
pr/A/mpt,['prompt']
n/U/N/k,['nunc']
bl/eI/z,"['blaze', 'blaise']"
bl/eI/t,['blate']
w/eI/dZ/,['wage']
gr/O/S/,['grosz']
s/@/mp,['sump']
r/@/nt,['runt']
skw/I/S/,['squish']
s/E/l,"['cell', 'sell', 'sel']"
t/A/ps,['tops']
h/oU/lst,['holst']
fl/AU/ns,['flounce']
sl/oU/,"['sloe', 'slow']"
st/eI/fAn,['stephane']
v/oU/t,['vote']
pl/I/n/T/,['plinth']
f/I/nd,['finned']
v/oU/l,['vole']
fl/E/S/,['flesh']
v/oU/g,['vogue']
p/E/bl,['pebble']
kr/I/l,['krill']
/u/d,['oud']
/tS/i/t,['cheat']
/tS/i/r,"['chir', 'cheer']"
/tS/i/p,"['cheep', 'cheap']"
kr/I/k,['crick']
m/I/ks,['mix']
/tS/i/z,['cheese']
kr/I/b,['crib']
/tS/i/f,['chief']
/O/rl,"['orl', 'orle']"
k/O/Nt,"['conte', 'contes', 'comte', 'comtes']"
/tS/i/l,['chiel']
/tS/i/m,['cheam']
/O/rb,['orb']
br/aI/,['brei']
kr/I/s,['chris']
r/eI/,"['rae', 'ray']"
tr/eI/s,['trace']
tr/eI/t,['trait']
tr/eI/v,['trave']
tr/eI/l,['trail']
tr/eI/n,['train']
l/@/r/tS/,['lurch']
tr/eI/d,['trade']
tr/eI/f,['tref']
sw/A/T/s,['swaths']
br/eI/rd,['braird']
n/A/rd,['nard']
str/&/nd,['strand']
n/A/rl,['gnarl']
kr/A/,['kra']
kw/aI/t,['quite']
kw/aI/r,"['choir', 'quire']"
/tS/AU/,['chow']
t/U/r,"['tour', 'tours']"
/T/r/i/i/rd,['three-eared']
das/@/nt,"[""dassn't""]"
gr/I/T/,['grith']
fl/E/ns,['flense']
sl/i/t,['sleet']
w/I/N/,['wing']
sw/E/pt,['swept']
b/&/nt,['bant']
g/I/N/k,['gink']
sn/E/k,['sneck']
b/&/nz,"['banns', 'bans']"
b/&/nd,['band']
d/I/gd,['digged']
sp/aI/r,['spire']
sp/aI/s,"['speiss', 'spice']"
sp/aI/t,['spite']
sp/aI/k,['spike']
sp/aI/l,['spile']
sp/aI/n,['spine']
pl/i/,['plea']
kl/O/z,['clause']
m/U/r,"['moor', 'moore']"
/S/k/i/n,['skean']
/j/ls/U/n,['eielson']
br/U/k,"['brooke', 'brook']"
skr/AU/dZ/,['scrouge']
lAvAr,"[""l'avare""]"
p/A/D/z,['paths']
tr/AU/ns,['trounce']
lAvAl,['laval']
b/&/,['baa']
k/j/u/t,['cute']
sk/&/t,"['scatt', 'scat']"
sk/&/n,['scan']
sk/&/m,['scam']
sk/&/d,['scad']
sk/&/b,['scab']
w/I/z,"['whiz', 'wiz', 'whizz']"
b/O/rts,['bortz']
l/A/dZ/d,['lodged']
w/I/p,['whip']
w/I/t,"['whit', 'wit']"
w/I/k,['wick']
/dZ/I/n,"['jin', 'djin', 'jinn']"
/dZ/I/m,"['gym', 'jim']"
/dZ/I/l,['jill']
w/I/n,"['whin', 'wynne', 'win', 'wynn', 'wyn']"
w/I/m,['whim']
w/I/l,['will']
/dZ/I/g,['jig']
/dZ/I/f,['jiff']
w/I/g,"['wig', 'whig']"
w/I/f,['whiff']
b/O/NSWAr,['bonsoir']
/AU/st,['oust']
h/I/tS/,['hitch']
skr/@/m,['scrum']
skr/@/b,['scrub']
skr/@/f,['scruff']
p/j/U/r,['pure']
/S/@/rk,['shirk']
m/E/T/s,['meths']
b/AU/ns,['bounce']
/S/@/rd,['sherd']
/S/@/rz,['schurz']
b/AU/nd,['bound']
k/oU/ld,['cold']
k/oU/lz,['coles']
bl/aI/,['bligh']
k/oU/lt,['colt']
f/E/nd,['fend']
spr/eI/,['spray']
/S/&/N/k,['shank']
/j/A/d,['yad']
k/E/r/tS/,['kerch']
f/Oi/ld,['foiled']
v/E/ks,['vex']
s/aI/,"['sigh', 'cy', 'psi', 'sai']"
m/u/tS/,['mooch']
/D/@/,['the']
/D/E/n,['then']
/D/E/m,['them']
k/O/st,['cost']
/aI/,"['i', 'eye', 'ay/av']"
kw/eI/l,['quail']
k/E/pt,['kept']
d/@/N/,['dung']
/j/A/p,['yap']
g/&/b,['gab']
g/&/d,['gad']
g/&/f,"['gaffe', 'gaff']"
g/&/g,['gag']
g/&/l,['gal']
g/&/m,['gam']
g/&/n,['gan']
g/&/p,['gap']
g/&/s,['gas']
/S/t/oU/rm,['storm']
/j/A/t,['yacht']
gl/A/s,['gloss']
gl/A/p,['glop']
dr/E/mt,['dreamt']
gl/A/b,['glob']
t/&/mp,['tamp']
p/i/tS/,['peach']
r/A/nd,['ronde']
br/@/n/tS/,['brunch']
k/@/spt,['cusped']
sl/&/g,['slag']
skr/i/,['scree']
r/I/st,['wrist']
sl/&/m,['slam']
l/@/mp,['lump']
w/u/ts,['wootz']
sl/&/p,['slap']
sl/&/t,['slat']
n/E/rVAl,['nerval']
spr/I/nt,['sprint']
g/@/S/,['gush']
kAr/j/E/r,['carriere']
f/I/z,"['phiz', 'fizz']"
r/eI/n/dZ/d,['ranged']
sl/&/ks,['slacks']
/tS/A/r/dZ/d,['charged']
fl/@/N/k,['flunk']
g/AU/s,['gauss']
g/AU/r,['gaur']
d/&/lz,['dalles']
gl/i/,"['glee', 'gley']"
g/AU/t,['gout']
k/A/rd/j/n,['cardijn']
g/AU/d,['gowd']
g/AU/k,['gowk']
g/AU/n,['gown']
s/A/mz,['psalms']
spr/aI/t,['sprite']
w/O/,"[""wa'"", 'waugh']"
/D/er,"[""they're""]"
/@/t,"['ut', 'at']"
/@/v,['of']
/@/p,['up']
/@/r,"[""e'er"", 'err', 'eyre', 'heir', 'air', 'ere', 'ayre', 'ayer', 'ur', 'or', 'ayr']"
/@/s,['us']
/@/n,"['un', 'an']"
b/oU/nd,['boned']
/T/r/O/l,['thrall']
/T/r/O/n,['thrawn']
f/I/l,"['phil', 'fil', 'fill']"
g/I/mp,"['jimp', 'gimp']"
kl/O/,['claw']
kl/@/N/k,['clunk']
g/i/,"['gie', 'ghee']"
g/E/mz,['gems']
dr/eI/k,['drake']
dr/eI/l,['drail']
dr/eI/n,['drain']
p/U/l,['pull']
p/U/r,['poor']
p/U/s,['puss']
/A/r/tS/,['arch']
dr/eI/p,['drape']
k/A/ps,['copse']
k/A/pt,"['copht', 'copt']"
sk/@/f,['scuff']
dr/eI/v,['drave']
/j/@/,"['ya', 'yeah']"
t/&/N/,['tang']
Ab/A/,['a_bas']
d/@/sk,['dusk']
p/I/N/k,['pink']
d/@/st,"['dust', 'dost']"
p/eI/z,['peise']
houndztu/N/,"[""hound's-tongue""]"
h/E/n/dZ/,['henge']
r/&/n/tS/,['ranch']
t/A/rp,['tarp']
m/O/rf,['morph']
m/O/rg,['morgue']
t/A/rt,['tart']
m/&/ks,['max']
p/&/nts,['pants']
m/O/rs,['morse']
m/O/rt,['mort']
m/O/rz,['mors']
t/A/rn,['tarn']
bw/A/r,['bouar']
kr/@/st,['crust']
w/j/r/I/k,['weyrich']
sl/&/N/,['slang']
f/I/lm,['film']
/T/r/A/b,['throb']
m/A/n/tS/,"['maunche', 'manche']"
p/E/lf,['pelf']
b/E/rnAr,['bernard']
p/E/lt,['pelt']
dr/Oi/t,['droit']
t/oU/rd,['toward/prp']
t/oU/rn,['torn']
dr/@/b,['drub']
dr/@/g,['drug']
dr/@/m,['drum']
pr/A/d,"['prod', 'prodd']"
sk/Oi/t,"['schuit', 'schuyt']"
sp/eI/D/,['spathe']
w/@/rts,['wirtz']
/Z/An/E/,['janet']
s/I/ks/T/,['sixth']
fr/A/nk,['frank']
m/j/u/z,"['mews', 'meuse', 'muse']"
m/j/u/t,['mute']
fr/A/nd,"['frond', 'fronde']"
fr/A/nz,['frons']
m/j/u/l,"['mewl', 'mule']"
l/A/rd,['lard']
bl/i/d,['bleed']
kr/aI/n,['crine']
mArg/oU/,['margaux']
kr/aI/l,['crile']
kr/aI/m,['crime']
kr/aI/d,['cried']
bl/i/t,['bleat']
bl/i/p,['bleep']
bl/i/r,['blear']
gr/AU/nd,['ground']
kr/aI/t,['krait']
pr/A/p,['prop']
m/A/NSAr,['mansard']
f/j/u/md,['fumed']
b/O/t,['bought']
b/O/l,"['ball', 'bawl']"
b/O/m,['baum']
b/O/n,"['bonne', 'bonnes']"
z/i/,"['z', 'zee']"
b/O/k,"['baulk', 'balk']"
b/O/d,"['baud', 'bawd']"
sp/E/k,"['spec', 'speck']"
h/Oi/z,['hoise']
sp/E/l,['spell']
h/Oi/t,['hoyt']
sp/E/d,['sped']
st/O/k,['stalk']
h/Oi/l,['hoyle']
v/O/lt,['vault']
t/oU/st,['toast']
g/eI/b,['gabe']
dw/aI/t,['dwight']
g/eI/n,"['gaine', 'gain']"
g/eI/m,['game']
g/eI/l,"['gayle', 'gail', 'gael', 'gale']"
g/eI/p,['gape']
p/I/tS/,"['pich', 'pitch']"
g/eI/v,['gave']
g/eI/t,"['gate', 'gait']"
g/eI/z,['gaze']
dw/aI/n,['dwine']
spr/eI/nt,['spraint']
skw/eI/l,['squail']
k/y/ln,"['coln', 'koln']"
l/aI/r,['lyre']
l/aI/s,"['lice', 'lyse']"
l/aI/v,['live']
l/aI/t,['light']
l/aI/k,['like']
r/i/tS/,['reach']
l/aI/n,['line']
l/aI/l,"['lisle', 'lyle']"
l/aI/m,['lime']
lWAr/E/,['loiret']
l/aI/f,['life']
/S/@/r,"['cher', 'shirr', 'share']"
/S/@/t,"['chut', 'shut']"
kw/eI/k,['quake']
sn/@/rk,['snark']
/dZ/AU/st,['joust']
/j/A/n,"['jan', 'yon']"
m/A/r/tS/,['march']
/j/A/s,['jass']
/T/A/rm,['tharm']
tArd/j/y/,['tardieu']
/S/@/k,['shuck']
/S/@/m,['sham']
/S/@/n,['shun']
l/U/rd,['lourdes']
/tS/A/mp,['chomp']
k/U/r,"['chur', 'kur']"
sk/@/l,"['scull', 'skull']"
sk/@/m,['scum']
sl/A/t,['slot']
p/eI/d,['paid']
sk/@/d,['scud']
p/eI/k,['paik']
/D/eI/v,"[""they've""]"
kr/U/ks,['crookes']
p/eI/n,"['paine', 'payne', 'pain']"
p/eI/l,"['pale', 'pail']"
/D/eI/l,"[""they'll""]"
p/eI/s,['pace']
p/eI/v,['pave']
sk/@/t,['scut']
sk/@/p,['scup']
sk/@/r,"['skirr', 'scare']"
t/u/T/,['tooth']
s/u/T/,['sooth']
k/oU/rt,['court']
r/oU/,"['roe', 'rowe']"
k/oU/rs,"['course', 'coarse']"
w/i/ld,"['weald', 'wield', 'wheeled']"
wuz/@/nt,"[""wasn't""]"
w@nt/aI/m,['onetime']
m/Oi/st,['moist']
g/eI/ts,['gates']
t/@/rps,['turps']
/dZ/@/rk,['jerk']
/dZ/@/rm,['germ']
n/A/S/,['nosh']
p/aI/ld,['piled']
w/aI/vz,['wives']
p/aI/lz,['piles']
s/E/rt,['sert']
